id,context
655,"I was expecting a little something from ""K-911"", I mean it did look like a cute movie that I could get into. I always did love the dog comedy movies. But it looked like it was supposed to be Jame's movie, not Jerry Lee's."
656,Extremely disappointing film based on the James Michener novel. What was even worse was Marlon Brando's performance. His southern drawl was ridiculous.
657,"I didn't expect much from this TV movie. You have to set the bar lower than you would for midget limbo for any TBS movie starring Antonio Sabato Jr. Still, it managed to disappoint, failing even to be a good-bad film."
658,"This has the logical consistency of marshmallows filled with ketchup, and the overall aftertaste is just as disgusting. Will be used in the 9th circle of Hell at recreation time. Just plain torture."
659,"Robert Wagner is the evil boss of Digicron, a telecommunications company with a virus that kills people. 'so you're saying that the software virus has become a real virus that can kill people - that may be medically possible but not possible from my system'  'i'm having to write some new virus software of my own to trap it - it may take some time' 'but it's not going after software, it's killing people' watch out for the 'i'm into virology' love moment and perhaps first ever film plot to feature death by braille keyboard"
660,"I rated this movie a 1 since the plot is so unbelievable unbelievable. Judge for yourself. Be warned, the following will not only give away the plot, but will also spoil your appetite for watching the movie."
661,"I have read the novel Reaper of Ben Mezrich a fews years ago and last night I accidentally came to see this adaption. Although it's been years since I read the story the first time, the differences between the novel and the movie are humongous. Very important elements, which made the whole thing plausible are just written out or changed to bad."
662,"Like so many media experiments, this amateurish effort contains seeds of a very interesting social commentary. In the 5+ years since it was released, the premise has been made less outrageous by real world events in software development, and I found it less boring than the previous commentator for that reason, I imagine... The director clearly is a fan of Hitchcock, and it's too bad that the film was not better executed, but in fact, it is nearly a parody of pulp fiction, including the soundtrack screeching at us when we are supposed to pay attention."
663,"Despite its stereotypes, virtually 'no-name' cast and an obviously low budget I thought this film was alright; much better than I expected it to be. I was skeptical at first - the idea of a computer virus that can also infect people seemed a little ludicrous to me. But in the end, I thought the film handled the concept well (even if some scenes were a little clichéd)."
664,"Actually, this flick, made in 1999, has pretty good production values. The actors are attractive, and reasonably talented. There aren't a bunch of clowns running around blasting away, expending hundreds of rounds, but never hitting flesh."
665,"In some ways, the concept behind the storyline was a rather interesting blend of several typical movie types in an interesting combination. However, no point in this movie was so obvious that it did not deserve lingering close-up shots. I felt as though I had been beat over the head with the so-called mysterious explanation for the disease killing people."
